ExtractDate,PublisherURI,PublisherLabel,OrganisationURI,OrganisationLabel,CaseReference,CaseURL,CaseDate,ServiceTypeURI,ServiceTypeLabel,ClassificationURI,ClassificationLabel,CaseText,LocationText,DecisionTargetDate,Status,CoordinateReferenceSystem,GeoX,GeoY,GeoPointLicencsingURL,DecisionDate,Decision,DecisionType,DecisionNoticeDate,AppealRef,AppealDecisionDate,AppealDecision,GeoAreaURI,GeoAreaLabel,GroundArea,UPRN,Agent,PublicConsultationStartDate,publicConsultationEndDate,ResponsesFor,ResponsesAgainst
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02675/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,14/11/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of condition 8 (ground investigation report) attached to pla,2 Long Street Road Hanslope Milton Keynes MK19 7LZ ,13/01/2015,Decided,,,,,10/12/2014,Approve,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00175/TCA,http://publicaccess2.milton-keynes.gov.uk/online-applications/,26/01/2015,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Notification of intention to fell 1 x Horse Chestnut tree T1 and 1 x Leyland Cypress tree T2,Jesuan House London Road Stony Stratford Milton Keynes MK11 1JA ,08/03/2015,Decided,,,,,04/03/2015,,Delegated,,,,,,,,,Mr Simon Pullen,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00176/CLUP,http://publicaccess2.milton-keynes.gov.uk/online-applications/,26/01/2015,http://id.esd.org.uk/service/1732,Lawful Development Certificate proposed Use,http://opendatacommunities.org/def/concept/planning/application/6000/6031,Q26 Certificates of lawful development,Certificate of lawfulness for proposed single storey side extension,9 Livesey Hill Shenley Lodge Milton Keynes MK5 7DS ,23/03/2015,Live,,,,,,,,,,,,,,,,Mr M Virdee,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00177/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,26/01/2015,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of conditions 5 (Details of design; size; number and locatio,Platinum House 199 North Second Street Central Milton Keynes Milton Keynes MK9 1BZ ,02/04/2015,Live,,,,,,,,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00185/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,27/01/2015,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Extension; alterations to erect en-suite bathrooms to paediatric ward,Milton Keynes General Hospital Standing Way Eaglestone Milton Keynes MK6 5LD ,24/03/2015,Live,,,,,,,,,,,,,,,,Mr Steve Wolstenholme,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00186/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,27/01/2015,http://id.esd.org.uk/service/487,Full planning applications,,,Prior notification of change of use from office (use class B1) to residential (use class C3),143-145 Queensway Bletchley Milton Keynes MK2 2DY ,24/03/2015,Live,,,,,,,,,,,,,,,,Mr Robert Nall,,06/03/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02304/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,12/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey rear extension,10 Huntsman Grove Blakelands Milton Keynes MK14 5HS ,07/12/2014,Decided,,,,,29/01/2015,Approve,Delegated,,,,,,,,,MK Designers,,22/12/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00229/PREMED,http://publicaccess2.milton-keynes.gov.uk/online-applications/,30/01/2015,http://id.esd.org.uk/service/1737,Planning pre-application advice ,,,Construction of a modern interpretation of an ancient 'Long Barrow' or 'Cromlech' for the internment,Woodlands Farm Wood Lane Weston Underwood Olney MK46 5JX ,29/04/2015,Live,,,,,,,,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00413/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,26/02/2015,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey rear extension XXX VALID 02.03.15 PASSED TO TEAM 05.03.15 XXX,24 Bullington End Road Castlethorpe Milton Keynes MK19 7ER ,,Registered,,,,,,,,,,,,,,,,Mr Len Mason,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00414/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,26/02/2015,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of conditions 12 (highway drainage); 18 (proposed access) an,Plot Number 230 Crossley Drive Magna Park Milton Keynes ,,Registered,,,,,,,,,,,,,,,,Mr Donald Morgan,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02596/TCA,http://publicaccess2.milton-keynes.gov.uk/online-applications/,05/11/2014,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Notification of intention to crown reduce 1x Willow (T1) to below overhead telephone wire and partia,11 High Street Lavendon Olney MK46 4EX ,16/12/2014,Decided,,,,,16/12/2014,,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00108/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,19/01/2015,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6006,Q6 Major all other major developments,Ground mounted solar park with a rated output of approx. 750KW,Land Adj To Lodge Farm House Wolverton Road Castlethorpe  ,20/04/2015,Live,,,,,,,,,,,,,,,,Mr Stephen Rice,,26/02/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00233/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,04/02/2015,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single and two storey front and rear extension,7 Whitmees Close Olney MK46 5PQ ,01/04/2015,Live,,,,,,,,,,,,,,,,Mr David Swantson,,10/03/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00268/OUT,http://publicaccess2.milton-keynes.gov.uk/online-applications/,10/02/2015,http://id.esd.org.uk/service/1730,Outline planning consent,http://opendatacommunities.org/def/concept/planning/application/6000/6001,Q1 Major dwellings,Outline planning permission for the erection of fourteen apartments over existing retail premises (R,Land At 76 To 83 Shearmans Fullers Slade Milton Keynes  ,12/05/2015,Live,,,,,,,,,,,,,,,,Mr Andrew Pegley R.I.B.A.,,19/03/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00326/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,17/02/2015,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey side extension (Resubmission of 14/01902/FUL),26 Daniels Welch Coffee Hall Milton Keynes MK6 5DB ,23/04/2015,Live,,,,,,,,,,,,,,,,Mr Ray Sharpe,,31/03/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00327/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/02/2015,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Two storey rear and side extension (Resubmission of 14/02237/FUL),51 Bramble Avenue Conniburrow Milton Keynes MK14 7BZ ,06/04/2015,Live,,,,,,,,,,,,,,,,Mr Ray Sharpe,,24/03/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02833/TNOT,http://publicaccess2.milton-keynes.gov.uk/online-applications/,15/12/2014,http://id.esd.org.uk/service/1733,Prior notification of development,http://opendatacommunities.org/def/concept/planning/application/6000/6032,Q27 Notifications,Notification of installation of replacement 10m Streetworks Tower and associated works,Communications Station Monks Way V10 To Willen Road Milton Keynes  ,08/02/2015,Decided,,,,,05/02/2015,Prior granted,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02835/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/12/2014,http://id.esd.org.uk/service/487,Full planning applications,,,Prior notification of change of use from agricultural building to 1 x residential dwelling (use Clas,The Poultry Shed At Costerpits Farm Clifton Road Newton Blossomville  ,10/02/2015,Decided,,,,,29/01/2015,Prior Refused,Delegated,,,,,,,,,Mr Jonathan Morris,,19/01/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02837/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/12/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey front extension,1 Abbey Way Bradville Milton Keynes MK13 7AN ,10/02/2015,Decided,,,,,09/02/2015,Approve,Delegated,,,,,,,,,,,19/01/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02838/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/12/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Demolition of rear extension and construction of replacement single storey rear extension; installat,Charlesberry Kennels The Old Mill House Sherington Newport Pagnell MK16 9JA ,10/02/2015,Decided,,,,,09/02/2015,Approve,Delegated,,,,,,,,,Mr Andrew Whiteley,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02841/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/12/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of conditions 3 (external samples); 5 (flood mitigation meas,Land Adj To 1 The Green Newport Pagnell  ,10/02/2015,Decided,,,,,27/01/2015,Approve,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02852/MMAM,http://publicaccess2.milton-keynes.gov.uk/online-applications/,19/12/2014,http://id.esd.org.uk/service/1740,Planning minor material amendments ,http://opendatacommunities.org/def/concept/planning/application/6000/6001,Q1 Major dwellings,Minor material amendment to 14/00645/REM to alter access road and associated landscaping,Land To South And East of Community Centre Briar Hill Stacey Bushes Milton Keynes  ,09/04/2015,Live,,,,,,,,,,,,,,,,Mrs Jessica Adams,,09/02/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00153/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,26/01/2015,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Demolition of existing lean-to conservatory and erection of extension to form a multi-purpose hall,St Bernadettes Catholic Primary School Tewkesbury Lane Monkston Park Milton Keynes MK10 9PH ,24/03/2015,Live,,,,,,,,,,,,,,,,Mr Stuart MacKay,,27/02/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00154/TPO,http://publicaccess2.milton-keynes.gov.uk/online-applications/,26/01/2015,http://id.esd.org.uk/service/508,Tree preservation orders,,,Tree preservation order consent to fell 1 x Horse Chestnut tree on the drive of Cedar Lodge,Cedar Lodge 4 Cedar Lodge Drive Wolverton Milton Keynes MK12 5ES ,23/03/2015,Live,,,,,,,,,,,,,,,,,,02/03/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00190/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,27/01/2015,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Prior notification for a proposed single storey rear extension measuring 4.615 metres from the rear ,2 Newport Road Woolstone Milton Keynes MK15 0AS ,09/03/2015,Live,,,,,,,,,,,,,,,,Mr Simon Ackerman,,03/03/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00070/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,08/01/2015,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6006,Q6 Major all other major developments,Variation of condition 6 attached to 06/00297/MKPC to replace 10;500 sqm with 13;367sqm,Land At Fen Farm-North of The A421 And East of The A5130 Milton Keynes ,09/04/2015,Live,,,,,,,,,,,,,,,,Mr Donald Morgan,,13/02/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00100/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,15/01/2015,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Prior notification for a proposed single storey rear extension measuring 4.7 metres from the rear wa,5 Walmer Way Kingsmead Milton Keynes MK4 4LJ ,25/02/2015,Decided,,,,,27/01/2015,Prior not required,Delegated,,,,,,,,,Mr Darren Bell,,24/02/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00102/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/01/2015,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Prior notification for a proposed single storey rear extension measuring 5.6 metres from the rear wa,26 The Crescent Haversham Milton Keynes MK19 7AN ,26/02/2015,Decided,,,,,25/02/2015,Prior Refused,Delegated,,,,,,,,,,,17/02/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00350/PREFRE,http://publicaccess2.milton-keynes.gov.uk/online-applications/,05/02/2015,http://id.esd.org.uk/service/1737,Planning pre-application advice ,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Condition assessment and project planning,51 Tickford Street Newport Pagnell MK16 9AW ,02/04/2015,Live,,,,,,,,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00351/PREMED,http://publicaccess2.milton-keynes.gov.uk/online-applications/,17/02/2015,http://id.esd.org.uk/service/1737,Planning pre-application advice ,,,3 stand alone units and proposed extension to building,Linford Grange 16 Lakes Lane Newport Pagnell MK16 8HP ,14/04/2015,Live,,,,,,,,,,,,,,,,The Intelligent Design Cetre,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00352/PRESMA,http://publicaccess2.milton-keynes.gov.uk/online-applications/,06/02/2015,http://id.esd.org.uk/service/1737,Planning pre-application advice ,,,First floor extension Duplicate of record 15/00245/PREHSE,13 Faraday Drive Shenley Lodge Milton Keynes MK5 7DD ,,,,,,,,,,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00376/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,13/02/2015,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey rear and side extensions,4 Lime Grove Woburn Sands Milton Keynes MK17 8PP ,10/04/2015,Live,,,,,,,,,,,,,,,,Mr Stephen R Everitt,,01/04/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00378/NMA,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/02/2015,http://id.esd.org.uk/service/1739,Planning non-material amendments ,,,Non material amendment to application 10/01274/MKPCR to revise the lighting scheme proposal,Northern Expansion Area - Area 1 Former Rocca Pipeworks Site Wolverton Road Blakelands Milton Keynes  ,16/03/2015,Live,,,,,,,,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00396/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,25/02/2015,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6013,Q20 Other change of use,Change of use from tattoo studio (sui generis) to retail (use class A1),31 Portfields Road Newport Pagnell MK16 8EL ,,Registered,,,,,,,,,,,,,,,,Mr Frazer Hickling,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00397/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,25/02/2015,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,Advert consent to display 1 x fascia signage,5 Barnsdale Drive Westcroft Milton Keynes MK4 4DD ,,Invalid,,,,,,,,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02797/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,12/12/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge condition 1 (approved plans); 2 (time limit); 3 (materials);,Warren Farm Warren Yard Wolverton Mill Milton Keynes  ,09/03/2015,Live,,,,,,,,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02798/TCA,http://publicaccess2.milton-keynes.gov.uk/online-applications/,11/12/2014,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Notification of intention to reduce vertical growth to old growth points to group of 14 fruit trees ,Car Park Cofferidge Close Stony Stratford  ,21/01/2015,Decided,,,,,25/02/2015,,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02802/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,11/12/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6007,Q13 Minor dwellings,Erection of one detached dwelling (resubmission of 14/00993/FUL),Coleraine Forest Road Hanslope Milton Keynes MK19 7DE ,03/03/2015,Live,,,,,27/02/2015,Approve,Committee,,,,,,,,,Mr Robert Coles,,04/03/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00149/NMA,http://publicaccess2.milton-keynes.gov.uk/online-applications/,22/01/2015,http://id.esd.org.uk/service/1739,Planning non-material amendments ,,,Non material amendments to planning permission 14/00558/FUL for enlargement of proposed front porch,42 Tatling Grove Walnut Tree Milton Keynes MK7 7EQ ,12/03/2015,Live,,,,,,,,,,,,,,,,Mr Martin Cowling,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00152/TCA,http://publicaccess2.milton-keynes.gov.uk/online-applications/,20/01/2015,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Notification of intention to remove 1 x Sycamore tree and Snowberry hedge,Fen Cottage London Road Broughton Milton Keynes MK10 9AA ,02/03/2015,Decided,,,,,02/03/2015,,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00275/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,11/02/2015,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6013,Q20 Other change of use,Change of use from offices (use class A2) to 3 residential dwellings (use class C3) for use as short,66-70 The High Street Two Mile Ash Milton Keynes MK8 8HD ,08/04/2015,Live,,,,,,,,,,,,,,,,J.B.A.,,23/03/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00276/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,11/02/2015,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Two storey side and single storey rear extensions,5 Mapledurham Caldecotte Milton Keynes MK7 8HG ,,Registered,,,,,,,,,,,,,,,,Mr Robin Bradbury,,24/03/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00377/EIASCR,http://publicaccess2.milton-keynes.gov.uk/online-applications/,20/02/2015,http://id.esd.org.uk/service/1738,Environmental Impact Assessment screening,,,Screening opinion request in respect of proposed development of 130 residential units,Land At Site 4A And 5 Holden Avenue Oxley Park Milton Keynes  ,12/03/2015,Live,,,,,,,,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,15/00073/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,15/01/2015,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Extension and alterations to existing public house and alterations to the existing car park.  Erecti,The Globe 50 Hartwell Road Hanslope Milton Keynes MK19 7BZ ,20/03/2015,Live,,,,,,,,,,,,,,,,Mr Barry Waine,,24/02/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02714/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,28/11/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge condition 4 (landscaping scheme) attached to application 14/,1 Linton Close Heelands Milton Keynes MK13 7NR ,30/01/2015,Decided,,,,,24/12/2014,Approve,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02715/TPO,http://publicaccess2.milton-keynes.gov.uk/online-applications/,28/11/2014,http://id.esd.org.uk/service/508,Tree preservation orders,,,Tree preservation order consent to reduce height of one Oak tree by no more than 1m and reduce the s,Parish Allotment Site Dolben Court Willen Milton Keynes  ,23/01/2015,Decided,,,,,03/02/2015,Approve,Delegated,,,,,,,,,,,06/01/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02716/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,28/11/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey side extension,17 Goldsmith Drive Newport Pagnell MK16 8RW ,23/01/2015,Decided,,,,,22/01/2015,Approve,Delegated,,,,,,,,,Mr G Horne,,06/01/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02717/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,01/12/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey side extension,23 Gabriel Close Browns Wood Milton Keynes MK7 8HA ,26/01/2015,Withdrawn,,,,,17/02/2015,Withdrawn,,,,,,,,,,,,06/01/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02718/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,01/12/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Two storey side extension; part two storey and part single storey front extension,1 Thirlby Lane Shenley Church End Milton Keynes MK5 6DL ,26/01/2015,Withdrawn,,,,,11/02/2015,Withdrawn,,,,,,,,,,FOD Architects Ltd,,13/01/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02722/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,01/12/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Proposed front infill extension,73 Pennycress Way Newport Pagnell MK16 8SN ,26/01/2015,Decided,,,,,,Approve,Delegated,,,,,,,,,RGS Design,,06/01/2015,,
